Species,State
Physalis_alkekengi,0
Physalis_carpenteri,0
Chamaesaracha_sordida,0
Chamaesaracha_coronopus,0
Physalis_melanocystis,0
Physalis_arborescens,0
Physalis_crassifolia,0
Physalis_acutifolia,0
Physalis_microcarpa,0
Physalis_cordata,0
Physalis_fuscomaculata,0
Physalis_ignota,0
Physalis_ixocarpa,0
Physalis_curassavica,0
Physalis_aequata,0
Physalis_lagascae,0
Physalis_pruinosa,0
Physalis_lanceifolia,0
Physalis_angulata,0
Physalis_pubescens,0
Physalis_mexicana,0
Physalis_pumila,0
Physalis_mollis,0
Physalis_viscosa,0
Physalis_angustifolia,0
Physalis_walteri,0
Physalis_cinerascens,0
Physalis_arenicola,0
Physalis_lanceolata,0
Physalis_mendocina,0
Physalis_heterophylla,0
Physalis_virginiana,0
Physalis_sordida,0
Physalis_hederifolia,0
Physalis_caudella,0
Physalis_hintonii,0
Physalis_campanulata,0
Physalis_greenmanii,0
Physalis_longifolia,0
Physalis_glutinosa,0
Physalis_coztomatl,0
Physalis_peruviana,0
Physalis_divaricata,0
Physalis_philadelphica,0
Physalis_lassa,0
Physalis_angustiphysa,0
Physalis_chenopodiifolia,0
Physalis_patula,0
Physalis_nicandroides,0
Physalis_minimaculata,0
Physalis_minima,0
Margaranthus_solanaceus,0
Quincula_lobata,0
Physalis_microphysa,0
Discopodium_penninervium,0
Nothocestrum_longifolium,0
Tubocapsicum_anomalum,0
Physaliastrum_chamaesarachoides,0
Mellissia_begoniifolia,0
Withania_coagulans,0
Withania_riebeckii,0
Withania_somnifera,0
Aureliana_sellowiana,0
Aureliana_angustifolia,0
Athenaea_pereirae,0
Aureliana_wettsteiniana,0
Aureliana_velutina,0
Athenaea_micrantha,0
Athenaea_picta,0
Athenaea_pogogena,0
Aureliana_darcyi,0
Athenaea_cuspidata,0
Aureliana_brasiliana,0
Athenaea_martiana,0
Aureliana_fasciculata,0
Nothocestrum_latifolium,0
Withania_frutescens,0
Capsicum_campylopodium,0
Capsicum_parvifolium,0
Capsicum_buforum,0
Capsicum_flexuosum,0
Capsicum_villosum,0
Capsicum_pereirae,0
Capsicum_hunzikerianum,0
Capsicum_recurvatum,0
Capsicum_schottianum,0
Capsicum_cardenasii,0
Capsicum_eximium,0
Capsicum_pubescens,0
Capsicum_tovarii,0
Capsicum_chinense,0
Capsicum_frutescens,0
Capsicum_annuum,0
Capsicum_minutiflorum,0
Capsicum_ceratocalyx,0
Capsicum_chacoense,0
Capsicum_coccineum,0
Capsicum_baccatum,0
Capsicum_galapagoense,0
Capsicum_geminifolium,0
Capsicum_lycianthoides,0
Capsicum_ciliatum,0
Capsicum_rhomboideum,0
Capsicum_lanceolatum,0
Lycianthes_shanesii,0
Lycianthes_biflora,0
Lycianthes_denticulata,0
Lycianthes_lysimachioides,0
Tubocapsicum_boninense,0
Lycianthes_synanthera,0
Lycianthes_sanctaeclarae,0
Lycianthes_pringlei,0
Lycianthes_beckneriana,0
Lycianthes_lenta,0
Lycianthes_geminiflora,0
Lycianthes_heteroclita,0
Lycianthes_stephanocalyx,0
Lycianthes_multiflora,0
Lycianthes_glandulosa,0
Lycianthes_pseudolycioides,0
Lycianthes_furcatistellata,0
Lycianthes_tricolor,0
Lycianthes_surotatensis,0
Lycianthes_jalicensis,0
Lycianthes_nitida,0
Lycianthes_rantonnei,0
Lycianthes_lycioides,0
Lycianthes_saltensis,0
Lycianthes_fasciculata,0
Lycianthes_jelskii,0
Lycianthes_asarifolia,0
Lycianthes_amatitlanensis,0
Lycianthes_radiata,0
Lycianthes_acutifolia,0
Lycianthes_inaequilatera,0
Lycianthes_rzedowskii,0
Lycianthes_peduncularis,0
Lycianthes_dejecta,0
Lycianthes_acapulcensis,0
Lycianthes_ciliolata,0
Lycianthes_pilifera,0
Salpichroa_origanifolia,0
Nectouxia_formosa,0
Datura_ceratocaula,0
Datura_discolor,0
Datura_arenicola,0
Datura_rosei,0
Datura_bernhardii,0
Datura_stramonium,0
Datura_laevis,0
Datura_quercifolia,0
Datura_ferox,0
Datura_kymatocarpa,0
Datura_leichhardtii,0
Datura_pruinosa,0
Datura_inoxia,0
Datura_metel,0
Datura_reburra,0
Datura_wrightii,0
Datura_lanosa,0
Brugmansia_aurea,0
Brugmansia_suaveolens,0
Brugmansia_candida,0
Brugmansia_arborea,0
Brugmansia_vulcanicola,1
Brugmansia_sanguinea,1
Iochroma_cardenasianum,0
Mandragora_officinarum,0
Mandragora_autumnalis,0
Mandragora_turcomanica,0
Mandragora_chinghaiensis,0
Mandragora_caulescens,0
Markea_lopezii,0
Dyssochroma_viridiflora,0
Markea_panamensis,0
Hawkesiophyton_ulei,0
Juanulloa_ochracea,1
Markea_ulei,0
Juanulloa_mexicana,1
Juanulloa_ferruginea,0
Juanulloa_parasitica,1
Trianaea_speciosa,0
Merinthopodium_neuranthum,0
Markea_neurantha,0
Schultesianthus_megalandrus,0
Schultesianthus_leucanthus,0
Juanulloa_speciosa,1
Solandra_brachycalyx,0
Markea_spruceana,0
Solandra_grandiflora,0
Solandra_longiflora,0
Solandra_maxima,0
Solandra_guttata,0
